otu_num,otu_ID,kingdom,phylum,class,order,family,genus,species,taxon,taxon_level,trophic_mode,guild,growth_morphology,trait,confidence,notes,citation
otu_246,26035c923f2bc7666158f2d21781b0ae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,Pseudocoleophoma,NA,Dictyosporiaceae,9,Saprotroph,Undefined Saprotroph,Microfungus,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_247,267a9bfc5e9d07690fadfdda9fbc3dc5,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,unidentified,unidentified,Halosphaeriaceae,9,Saprotroph,Undefined Saprotroph-Wood Saprotroph,Microfungus,NULL,Probable,"Found in aquatic habitats, mostly in marine environments; saprobic on submerged or intertidal wood, occasionally associated with sand grains and similar substrata (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
otu_248,26823f9b16882120c3a0cb555031d333,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,NA,NA,Sebacinaceae,9,Symbiotroph,Ectomycorrhizal,Coralloid,NULL,Probable,"Terrestrial forming mycorrhizas with a wide range of plants including orchids, Ericaceae and liverworts as well as ectomycorrhizas with conifers and angiosperm trees (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
otu_249,26b133e688562318dcb56e80ce933a15,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Glutinoglossum,Glutinoglossum_triseptatum,Glutinoglossum,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_250,26bd1ffdeff2ddb926d06a1efa72a764,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Thanatephorus,Thanatephorus_cucumeris,Thanatephorus,13,Pathotroph,Plant Pathogen,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_251,26d970ea2506698ca6e759d98c93b655,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Leohumicola,NA,Leohumicola,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_252,26e627da1e8051434cb7a18fd7857d17,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Mycena,NA,Mycena,13,Pathotroph-Saprotroph,Leaf Saprotroph-Plant Pathogen-Undefined Saprotroph-Wood Saprotroph,Agaricoid,NULL,Probable,NULL,"b'Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'"
otu_253,26f048ff9327a6e384b34823b45c0ea9,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,NA,Phaeosphaeriaceae,9,Pathotroph-Saprotroph,Fungal Parasite-Plant Pathogen-Plant Saprotroph,Microfungus,NULL,Probable,"Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
otu_254,27166e4178b9c025b57225b441732660,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,unidentified,Ascobolus,13,Saprotroph,Dung Saprotroph-Wood Saprotroph,NULL,Soft Rot,Probable,NULL,"b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_255,273524d5514a29c14c9ece25393c2245,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,Serendipita_herbamans,Serendipita,13,Symbiotroph,Orchid Mycorrhizal,NULL,NULL,Highly Probable,NULL,"b'Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); Wei\xc3\x9f M, et al. 2016. New Phytologist 211:20-40 ((https://doi.org/10.1111/nph.13977))'"
otu_256,2740549faa8ab0d981f0ce0689e80afd,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Valsonectria,Valsonectria_pulchella,Bionectriaceae,9,Pathotroph-Saprotroph,Algal Parasite-Bryophyte Parasite-Fungal Parasite-Undefined Saprotroph,Microfungus,NULL,Probable,"Associated with plant material, especially on wood and herbaceous debris, or with algae, bryophyte or other fungi, rarely pathogenic (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
otu_257,277bbbb43ab217e2847ea51ad63c56d7,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Ochroconis,unidentified,Ochroconis,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_258,27a1483e8a2208f0164e58cf942201f7,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascodesmidaceae,Cephaliophora,unidentified,Ascodesmidaceae,9,Saprotroph,Dung Saprotroph-Soil Saprotroph,Microfungus,NULL,Probable,"Molecular studies indicate that the family clusters within Pyronomataceae, but the latter family is widely circumscribed and may need division (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
otu_259,27df9012c1da0785a9b980582776b8b5,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Xylodon,Xylodon_erastii,Xylodon,13,Saprotroph,Undefined Saprotroph,Corticioid,White Rot,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_260,280e23756f41cfc7b1826ccf5bd21f4c,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,NA,Leucosporidium,13,Saprotroph,Soil Saprotroph-Undefined Saprotroph,Yeast,NULL,Probable,A yeast from fruit (Barnett & Buhagiar 1971; Syn. Candida-Leucosporidiella-Rhodotorula-Torulopsis-Vanrijia spp.);Isolated from permafrost soil (Golubev 1998; Syn. Leucosporidium/Rhodotorula spp.),"b'Barnett JA, Buhagiar RWM. 1971. Journal of General Microbiology 67:233-238 ((https://doi.org/10.1099/00221287-67-2-233)); Golubev WI. 1998. Mikologiya i Fitopatologiya 32:8-13 ((https://www.binran.ru/files/journals/MiF/MiF_1998_32_3.pdf))'"
otu_261,281e1484eefc180585abdfe40fe074b7,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Mrakia,Mrakia_frigida,Mrakia,13,Saprotroph,Soil Saprotroph-Undefined Saprotroph,Yeast,NULL,Probable,Isolated from water scums (Jones & Sloof 1966); isolated from Antarctic soil (Xin & Zhou 2007),"b'Jones EBG, Slooff WC. 1966. Antonie van Leeuwenhoek 32:223-228 ((https://doi.org/10.1007/BF02097464)); Xin M-X, Zhou P-J. 2007. Journal of Zhejiang University SCIENCE B. 8:260-265 ((https://doi.org/10.1631/jzus.2007.B0260))'"
otu_262,285bdaef5336b2670deed466102aeb83,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Zopfiella,unidentified,Zopfiella,13,Saprotroph,Dung Saprotroph,NULL,NULL,Highly Probable,NULL,"b'Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_263,28bf0a76b97289e033077c523195ba56,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Microfungus,NULL,Highly Probable,NULL,"b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'"
otu_264,28e9af14a73d292acbb9a08ee8359c38,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Thanatephorus,Thanatephorus_cucumeris,Thanatephorus,13,Pathotroph,Plant Pathogen,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_265,29316dce770942de1177a8217be653ef,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Dendroclathra,Dendroclathra_caeruleofusca,Nectriaceae,9,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph,Microfungus,NULL,Possible,Fusarium species are amongst the economically significant plant pathogens (Cannon & Kirk 2007),"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Hirooka Y, et al. 2012. Studies in Mycology 711-210 ((https://doi.org/10.3114/sim0001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))'"
otu_266,295654cf9f7c41f8aa05b187a32a2cd0,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,Septoglomus_viscosum,Septoglomus,13,Symbiotroph,Arbuscular Mycorrhizal,NULL,NULL,Highly Probable,NULL,"b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'"
otu_267,29686ff6ee31197c03c16771235eea1f,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,NA,NA,Clavariaceae,9,Saprotroph-Symbiotroph,Lichenized-Undefined Saprotroph,Clavarioid,NULL,Probable,"Most species are presumed saprobic on the ground or rotten wood, but many Multiclavula species are lichenized with green algae (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
otu_268,2a0d225e990f93ae5cc807f0daaed7ba,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Microfungus,NULL,Highly Probable,NULL,"b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'"
otu_269,2a133a4fd10b4b46fa42d8a5a75340fc,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,unidentified,Clavaria,13,Saprotroph,Undefined Saprotroph,Clavarioid,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_270,2a24d4724cb0ab034a1b40623893c880,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Eriospora,unidentified,Eriospora,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_271,2a60e1f9c2875da51349edb7ef1ed146,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Flagelloscypha,Flagelloscypha_minutissima,Flagelloscypha,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_272,2a65197ff80483d08d28da14d9691d09,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Laetinaevia,unidentified,Dermateaceae,9,Pathotroph-Saprotroph,Plant Pathogen-Plant Saprotroph,Microfungus,NULL,Probable,Saprobic or parasitic on herbaceous and woody material (Cannon & Kirk 2007),"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
otu_273,2a70d13068f698e0d1964b7451848783,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Microfungus,NULL,Probable,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))'"
otu_274,2a798f52b77da734f3c9d09698e90c1b,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Microfungus,NULL,Probable,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))'"
otu_275,2b87fda2c072f37ec97e4a4c407bbbdb,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,unidentified,Clitopilus,13,Saprotroph,Undefined Saprotroph,Agaricoid,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_276,2b8d0f694416a889093c1add3b687c8f,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_chaetospira,Cladophialophora,13,Saprotroph,Undefined Saprotroph,Microfungus,NULL,Probable,NULL,"b'James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))'"
otu_277,2ba67c99ec5c03a931dfd903a2174767,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,NA,Clitopilus,13,Saprotroph,Undefined Saprotroph,Agaricoid,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_278,2bb6760f427ecd1f88446d5e06d841a3,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,NA,NA,Leptosphaeriaceae,9,Pathotroph-Saprotroph,Plant Pathogen-Wood Saprotroph,Microfungus,NULL,Probable,Saprobic or weakly necrotrophic on stems or leaves (Cannon & Kirk 2007),"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
otu_279,2bf93fe7329446bc15d33a3be58390aa,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA,Ceratobasidiaceae,9,Pathotroph-Saprotroph-Symbiotroph,Endomycorrhizal-Plant Pathogen-Undefined Saprotroph,Microfungus,NULL,Possible,"Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
otu_280,2c06cee98912f7629e6f37ea7b2f405e,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,unidentified,unidentified,Tubeufiaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,NULL,NULL,Probable,"Biotrophic or saprobic, especially on scale insects or other fungi. The anamorphic forms are fequently aero-aquatic (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
otu_281,2c1761bc5da1f5a7fd0596d876681f82,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Microfungus,NULL,Highly Probable,NULL,"b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'"
otu_282,2c26d39edd9ddc8e108c9920793ef9b6,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola,Preussia,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_283,2d1ef9a96acab54a716514476e86b231,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,Cortinarius,13,Symbiotroph,Ectomycorrhizal,Agaricoid,NULL,Highly Probable,NULL,"b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))'"
otu_284,2d42ea38ca870c9d58244439908cf336,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,unidentified,Beauveria,13,Pathotroph,Animal Pathogen,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_285,2d705671bcb5a926268792b4db44f34b,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeopoacea,unidentified,Phaeosphaeriaceae,9,Pathotroph-Saprotroph,Fungal Parasite-Plant Pathogen-Plant Saprotroph,Microfungus,NULL,Probable,"Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
otu_286,2d78786d35a3a021f707d3cca27b8d3c,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Humaria,NA,Pyronemataceae,9,Saprotroph-Symbiotroph,Dung Saprotroph-Ectomycorrhizal-Soil Saprotroph-Wood Saprotroph,Gasteroid-Pezizoid,NULL,Possible,"Saprobic on soil, dung or rotten wood or mycorrhizal, some species hypogeous, others associated with fire sites (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
otu_287,2d7caa7f4874c3d7cd21d9a95a8b3d15,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,Herpotrichiellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Facultative Yeast-Microfungus,NULL,Probable,"Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
otu_288,2db291b26fe3bed97bad8a0761d374bc,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Microfungus,NULL,Highly Probable,NULL,"b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'"
otu_289,2ddf0cb9fd761e8805de87cf16707603,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,Oidiodendron_truncatum,Oidiodendron,13,Pathotroph-Symbiotroph,Ericoid Mycorrhizal,Microfungus,NULL,Probable,Dark Septate Endophyte,b'Newsham KK. 2011. New Phytologist 190:783-793 ((https://doi.org/10.1111/j.1469-8137.2010.03611.x)) (as dark septate root endophytes)'
otu_290,2e876dc4e2dd671698016e4171bc7114,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,Tricholomataceae,9,Pathotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite,Agaricoid,NULL,Probable,"Tricholoma species are ectomycorrhizal, occurring in coniferous and broadleaved forests (Cannon & Kirk 2007); T. sclerotoideum is parasitic on Helvella spp.","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
otu_291,2ea7e9c873d4e4256f56ecca98824b99,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA,Agaricales,7,Pathotroph-Saprotroph-Symbiotroph,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph,Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast,NULL,Possible,"Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)","b'Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)'"
otu_292,2eb53209ccf4cace83357cfef188a4dd,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA,Ceratobasidiaceae,9,Pathotroph-Saprotroph-Symbiotroph,Endomycorrhizal-Plant Pathogen-Undefined Saprotroph,Microfungus,NULL,Possible,"Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
otu_293,2ec6ad5f53ef6f94581fd78370278649,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA,Agaricales,7,Pathotroph-Saprotroph-Symbiotroph,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph,Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast,NULL,Possible,"Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)","b'Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)'"
